State,Program,Service Category,Notes,Total Computable,Federal Share,Federal Share Medicaid,Federal Share ARRA,Federal Share BIPP,State Share,Year,Location
Illinois,Medical Assistance Program,Medicaid - MCO,,9295250109,5898498182,5893688566,0,4809616,3396751927,2016,"Illinois
(40.477092, -88.993221)"
Florida,Medical Assistance Program,T-Outpatient Hospital Services - Sup. Payments,,0,0,0,0,0,0,2016,"Florida
(28.915325, -81.922409)"
Nevada,Administration,HIT: Implementation and Operation: Cost of In-house Activities,,273206,245886,,,,27320,2016,"Nevada
(39.491833, -117.070159)"
Delaware,Medical Assistance Program,Total VIII Group,,427475829,372491048,372491048,0,0,54984781,2016,"Delaware
(39.008676, -75.574561)"
Delaware,Medical Assistance Program,T-Abortions,,0,0,0,0,0,0,2016,"Delaware
(39.008676, -75.574561)"
Montana,Medical Assistance Program,C-MCO - National,,0,0,0,0,0,0,2016,"Montana
(47.062617, -109.430168)"
Maryland,Medical Assistance Program,T-Medicaid - Coinsurance,,0,0,0,0,0,0,2016,"Maryland
(39.290443, -76.612333)"
Wisconsin,Medical Assistance Program,T-Medicare - Part B,,0,0,0,0,0,0,2016,"Wisconsin
(44.395526, -89.834513)"
Oklahoma,Administration,HIT: Planning: Cost of In-house Activities,,0,0,,,,0,2016,"Oklahoma
(35.468494, -97.521264)"
Wisconsin,Medical Assistance Program,T-MCO PAHP - Evaluation and Management,,0,0,0,0,0,0,2016,"Wisconsin
(44.395526, -89.834513)"
Virginia,Medical Assistance Program,Emergency Hospital Services,,0,0,0,0,0,0,2016,"Virginia
(37.542699, -78.45822)"
South Dakota,Medical Assistance Program,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,,0,0,0,0,0,0,2016,"South Dakota
(44.35371, -100.373709)"
Rhode Island,Medical Assistance Program,C-Vision Sevices,,0,0,0,0,0,0,2016,"Rhode Island
(41.707447, -71.522488)"
Virgin Islands,Medical Assistance Program,Inpatient Hospital - DSH,,0,0,0,0,0,0,2016,"Virgin Islands
(18.060868, -64.840836)"
New Hampshire,Medical Assistance Program,Private Duty Nursing,,3065214,1532609,1532609,0,0,1532605,2016,"New Hampshire
(43.657736, -71.500736)"
North Dakota,Medical Assistance Program,T-Occupational Therapy,,0,0,0,0,0,0,2016,"North Dakota
(47.475879, -100.121011)"
Missouri,Medical Assistance Program,Nursing Facility Services - Sup. Payments,,0,0,0,0,0,0,2016,"Missouri
(38.636168, -92.566292)"
Alaska,Medical Assistance Program,T-MCO - National Agreement,,0,0,0,0,0,0,2016,"Alaska
(64.836661, -147.738891)"
Kentucky,Medical Assistance Program,T-Physician & Surgical Services - Vaccine codes,,0,0,0,0,0,0,2016,"Kentucky
(37.64591, -84.774043)"
Washington,Medical Assistance Program,Prepaid Ambulatory Health Plan,,48615,48615,48615,0,0,0,2016,"Washington
(47.517368, -120.467672)"
Texas,Medical Assistance Program,T-Rural Health,,0,0,0,0,0,0,2016,"Texas
(31.827233, -99.423022)"
New Hampshire,Administration,TANF Secondary 90%,,0,0,,,,0,2016,"New Hampshire
(43.657736, -71.500736)"
Iowa,Medical Assistance Program,Prepaid Inpatient Health Plan,,126005488,77977969,77789817,0,188152,48027519,2016,"Iowa
(42.46942, -93.815856)"
Florida,Medical Assistance Program,Physician & Surgical Services - Evaluation and Management,,272212,272212,272212,0,0,0,2016,"Florida
(28.915325, -81.922409)"
Rhode Island,Medical Assistance Program,T-Medicaid - Coinsurance,,0,0,0,0,0,0,2016,"Rhode Island
(41.707447, -71.522488)"
Iowa,Medical Assistance Program,C-Inpatient Hospital Services - DSH,,63315,58676,58676,0,0,4639,2016,"Iowa
(42.46942, -93.815856)"
Alaska,Medical Assistance Program,C-Inpatient Mental Health - Reg. Payment,,1448934,1277166,1277166,0,0,171768,2016,"Alaska
(64.836661, -147.738891)"
Puerto Rico,Medical Assistance Program,Medicaid - Group Health,,0,0,0,0,0,0,2016,"Puerto Rico
(18.215692, -66.414655)"
New Mexico,Medical Assistance Program,T-EPSDT Screening,,0,0,0,0,0,0,2016,"New Mexico
(34.520396, -106.244402)"
Florida,Medical Assistance Program,Medicare - Part A,,408701602,247959261,247959261,0,0,160742341,2016,"Florida
(28.915325, -81.922409)"
Ohio,Medical Assistance Program,C-Prescribed Drugs,,7858966,7602031,7602031,0,0,256935,2016,"Ohio
(40.056807, -82.405897)"
Minnesota,Medical Assistance Program,Sterilizations,,248013,225136,225136,0,0,22877,2016,"Minnesota
(46.357661, -94.793397)"
Utah,Medical Assistance Program,T-Home Health Services,,0,0,0,0,0,0,2016,"Utah
(39.359772, -111.584173)"
Virgin Islands,Administration,HIT: Implementation and Operation: Cost of In-house Activities,,0,0,,,,0,2016,"Virgin Islands
(18.060868, -64.840836)"
Massachusetts,Administration,HIT: Planning: Cost of In-house Activities,,0,0,,,,0,2016,"Massachusetts
(42.268546, -72.085064)"
Alaska,Medical Assistance Program,T-Medicaid - MCO,,0,0,0,0,0,0,2016,"Alaska
(64.836661, -147.738891)"
Utah,Medical Assistance Program,C-Clinic Services,,429482,428437,428437,0,0,1045,2016,"Utah
(39.359772, -111.584173)"
Massachusetts,Administration,Preadmission Screening,,749041,561781,,,,187260,2016,"Massachusetts
(42.268546, -72.085064)"
Virgin Islands,Administration,HIT: Implementation and Operation: Cost of Private Contractors,,5434,4891,,,,543,2016,"Virgin Islands
(18.060868, -64.840836)"
Maine,Medical Assistance Program,Total Not Newly,,0,0,0,0,0,0,2016,"Maine
(45.252223, -68.986647)"
Wisconsin,Medical Assistance Program,C-Drug Rebate - National,,-12211718,-9977969,-9977969,0,0,-2233749,2016,"Wisconsin
(44.395526, -89.834513)"
North Carolina,Medical Assistance Program,Rehabilitative Services (non-school-based),,9118364,6040017,6040017,0,0,3078347,2016,"North Carolina
(35.47995, -79.180571)"
Kansas,Medical Assistance Program,"T-Preventive Services Grade A OR B, ACIP Vaccines and their Admin",,0,0,0,0,0,0,2016,"Kansas
(38.345528, -98.201847)"
Illinois,Medical Assistance Program,Case Management - State Wide,,11242269,6206333,6203258,-5,3080,5035936,2016,"Illinois
(40.477092, -88.993221)"
Louisiana,Medical Assistance Program,T-Medicaid - Group Health,,0,0,0,0,0,0,2016,"Louisiana
(31.2931, -92.463284)"
Idaho,Medical Assistance Program,T-Health Home w Chronic Conditions,,0,0,0,0,0,0,2016,"Idaho
(43.680635, -114.364237)"
Mississippi,Medical Assistance Program,C-Medical Transport,,0,0,0,0,0,0,2016,"Mississippi
(32.738663, -89.537312)"
Alaska,Administration,Citizenship Verification Technology CHIPRA,,0,0,,,,0,2016,"Alaska
(64.836661, -147.738891)"
Colorado,Medical Assistance Program,"Medicaid MCO - Preventive Services Grade A OR B, ACIP Vaccines and their Admin",,0,0,0,0,0,0,2016,"Colorado
(38.841772, -106.132562)"
Mississippi,Medical Assistance Program,C-Hospice,,0,0,0,0,0,0,2016,"Mississippi
(32.738663, -89.537312)"
Missouri,Medical Assistance Program,"T-Prosthetic Devices, Dentures, Eyeglasses",,0,0,0,0,0,0,2016,"Missouri
(38.636168, -92.566292)"
South Dakota,Medical Assistance Program,T-Medicaid - Group Health,,0,0,0,0,0,0,2016,"South Dakota
(44.35371, -100.373709)"
Utah,Medical Assistance Program,Medicaid MCO - Vaccine codes,,0,0,0,0,0,0,2016,"Utah
(39.359772, -111.584173)"
New Mexico,Medical Assistance Program,MCO PAHP - Community First Choice,,0,0,0,0,0,0,2016,"New Mexico
(34.520396, -106.244402)"
Alaska,Medical Assistance Program,MCO PIHP - Vaccine codes,,0,0,0,0,0,0,2016,"Alaska
(64.836661, -147.738891)"
Arkansas,Medical Assistance Program,C-Family Planning,,0,0,0,0,0,0,2016,"Arkansas
(34.748745, -92.275105)"
West Virginia,Medical Assistance Program,Abortions,,0,0,0,0,0,0,2016,"West Virginia
(38.668501, -80.709421)"
Arizona,Medical Assistance Program,Medicaid - Coinsurance,,0,0,0,0,0,0,2016,"Arizona
(34.869712, -111.760902)"
Idaho,Medical Assistance Program,C-Dental Services,,0,0,0,0,0,0,2016,"Idaho
(43.680635, -114.364237)"
California,Medical Assistance Program,T-Rural Health,,0,0,0,0,0,0,2016,"California
(37.640735, -121.002435)"
Florida,Medical Assistance Program,Nursing Facility Services - Sup. Payments,,0,0,0,0,0,0,2016,"Florida
(28.915325, -81.922409)"
Rhode Island,Medical Assistance Program,T-Emergency Hospital Services,,0,0,0,0,0,0,2016,"Rhode Island
(41.707447, -71.522488)"
Hawaii,Medical Assistance Program,T-MCO PAHP - Vaccine codes,,0,0,0,0,0,0,2016,"Hawaii
(21.30992, -157.858158)"
Wyoming,Medical Assistance Program,Emergency Services for Undocumented Aliens,,1142131,571213,571213,0,0,570918,2016,"Wyoming
(43.23558, -108.110518)"
Minnesota,Medical Assistance Program,T-Medicaid MCO - Community First Choice,,0,0,0,0,0,0,2016,"Minnesota
(46.357661, -94.793397)"
Michigan,Medical Assistance Program,Medicaid - Coinsurance,,0,0,0,0,0,0,2016,"Michigan
(44.66399, -84.711206)"
Colorado,Medical Assistance Program,T-Mental Health Facility - DSH,,0,0,0,0,0,0,2016,"Colorado
(38.841772, -106.132562)"
Arkansas,Medical Assistance Program,T-Home & Community-Based Services - St. Plan 1915(j) Only Pay.,,0,0,0,0,0,0,2016,"Arkansas
(34.748745, -92.275105)"
South Dakota,Medical Assistance Program,T-Other Practitioners Services - Sup. Payments,,0,0,0,0,0,0,2016,"South Dakota
(44.35371, -100.373709)"
Idaho,Medical Assistance Program,64.21U Adjustments,,0,0,0,0,0,0,2016,"Idaho
(43.680635, -114.364237)"
American Samoa,Medical Assistance Program,Prescribed Drugs,,581179,322349,322349,0,0,258830,2016,American Samoa
Nevada,Medical Assistance Program,C-Collections,,0,0,0,0,0,0,2016,"Nevada
(39.491833, -117.070159)"
Wyoming,Administration,Balance,,63465611,44100045,,,,19365566,2016,"Wyoming
(43.23558, -108.110518)"
Maine,Medical Assistance Program,T-Prepaid Inpatient Health Plan,,0,0,0,0,0,0,2016,"Maine
(45.252223, -68.986647)"
Utah,Medical Assistance Program,Medicaid MCO - Evaluation and Management,,159146,159146,159146,0,0,0,2016,"Utah
(39.359772, -111.584173)"
Kansas,Administration,Planning for Health Home for Enrollees with Chronic Conditions,,0,0,,,,0,2016,"Kansas
(38.345528, -98.201847)"
American Samoa,Medical Assistance Program,Personal Care Services - Reg. Payments,,0,0,0,0,0,0,2016,American Samoa
District of Columbia,Medical Assistance Program,Home & Community Based Services State Plan 1915(k) Community First Choice,,0,0,0,0,0,0,2016,"District of Columbia
(38.892062, -77.019912)"
Massachusetts,Medical Assistance Program,Dental Services,,304582947,172403833,172410998,-7165,0,132179114,2016,"Massachusetts
(42.268546, -72.085064)"
Vermont,Medical Assistance Program,"Medicaid MCO - Preventive Services Grade A OR B, ACIP Vaccines and their Admin",,0,0,0,0,0,0,2016,"Vermont
(43.622479, -72.51927)"
Tennessee,Medical Assistance Program,Medicaid MCO - Community First Choice,,0,0,0,0,0,0,2016,"Tennessee
(35.681402, -85.774444)"
Kentucky,Medical Assistance Program,Freestanding Birth Center,,0,0,0,0,0,0,2016,"Kentucky
(37.64591, -84.774043)"
Wisconsin,Medical Assistance Program,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,,0,0,0,0,0,0,2016,"Wisconsin
(44.395526, -89.834513)"
Wyoming,Medical Assistance Program,School Based Services,,0,0,0,0,0,0,2016,"Wyoming
(43.23558, -108.110518)"
Ohio,Medical Assistance Program,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,,0,0,0,0,0,0,2016,"Ohio
(40.056807, -82.405897)"
Rhode Island,Medical Assistance Program,T-Health Home w Chronic Conditions,,0,0,0,0,0,0,2016,"Rhode Island
(41.707447, -71.522488)"
Arizona,Medical Assistance Program,T-Total Net Expenditures,,0,0,0,0,0,0,2016,"Arizona
(34.869712, -111.760902)"
New Jersey,Medical Assistance Program,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,,0,0,0,0,0,0,2016,"New Jersey
(40.104655, -74.386686)"
Ohio,Medical Assistance Program,T-Nurse Mid-Wife,,0,0,0,0,0,0,2016,"Ohio
(40.056807, -82.405897)"
Alabama,Medical Assistance Program,T-Targeted Case Management Services - Com. Case-Man.,,0,0,0,0,0,0,2016,"Alabama
(32.839182, -86.631125)"
Utah,Medical Assistance Program,T-Medicaid MCO - Evaluation and Management,,0,0,0,0,0,0,2016,"Utah
(39.359772, -111.584173)"
Delaware,Medical Assistance Program,Other Practitioners Services - Sup. Payments,,0,0,0,0,0,0,2016,"Delaware
(39.008676, -75.574561)"
North Carolina,Medical Assistance Program,T-Prepaid Ambulatory Health Plan,,0,0,0,0,0,0,2016,"North Carolina
(35.47995, -79.180571)"
Virginia,Medical Assistance Program,Occupational Therapy,,0,0,0,0,0,0,2016,"Virginia
(37.542699, -78.45822)"
Pennsylvania,Medical Assistance Program,School Based Services,,171933616,89673133,89673133,0,0,82260483,2016,"Pennsylvania
(40.789676, -77.858055)"
Pennsylvania,Medical Assistance Program,T-Non-Emergency Medical Transportation,,0,0,0,0,0,0,2016,"Pennsylvania
(40.789676, -77.858055)"
Nevada,Medical Assistance Program,Medicaid MCO - Vaccine codes,,0,0,0,0,0,0,2016,"Nevada
(39.491833, -117.070159)"
South Carolina,Medical Assistance Program,T-MCO PIHP - Community First Choice,,0,0,0,0,0,0,2016,"South Carolina
(34.009286, -81.037094)"
Rhode Island,Medical Assistance Program,Primary Care Case Management,,721951,364009,364009,0,0,357942,2016,"Rhode Island
(41.707447, -71.522488)"
Puerto Rico,Medical Assistance Program,T-Non-Emergency Medical Transportation,,0,0,0,0,0,0,2016,"Puerto Rico
(18.215692, -66.414655)"
Iowa,Administration,Peer Review Organizations,,2482826,1862123,,,,620703,2016,"Iowa
(42.46942, -93.815856)"
South Dakota,Medical Assistance Program,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,,0,0,0,0,0,0,2016,"South Dakota
(44.35371, -100.373709)"
Connecticut,Medical Assistance Program,Tobacco Cessation for Preg Women,,0,0,0,0,0,0,2016,"Connecticut
(41.544654, -72.651713)"
Utah,Medical Assistance Program,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,,0,0,0,0,0,0,2016,"Utah
(39.359772, -111.584173)"
Northern Mariana Islands,Medical Assistance Program,T-Inpatient Hospital - DSH,,0,0,0,0,0,0,2016,"Northern Mariana Islands
(15.1834, 145.725693)"
Puerto Rico,Administration,HIT Incentive Payments: Eligible Hospitals,,814338,814338,,,,0,2016,"Puerto Rico
(18.215692, -66.414655)"
Alabama,Medical Assistance Program,Prescribed Drugs,,699631875,490866658,490866658,0,0,208765217,2016,"Alabama
(32.839182, -86.631125)"
New Jersey,Medical Assistance Program,T-Dental Services,,0,0,0,0,0,0,2016,"New Jersey
(40.104655, -74.386686)"
Tennessee,Medical Assistance Program,Medicaid - Coinsurance,,0,0,0,0,0,0,2016,"Tennessee
(35.681402, -85.774444)"
Michigan,Administration,CVT Development CHIPRA,,0,0,,,,0,2016,"Michigan
(44.66399, -84.711206)"
Kansas,Administration,MMIS - Private Sector,,10247321,9222590,,,,1024731,2016,"Kansas
(38.345528, -98.201847)"
Hawaii,Administration,MMIS - Inhouse Activities,,0,0,,,,0,2016,"Hawaii
(21.30992, -157.858158)"
Pennsylvania,Medical Assistance Program,T-Medicare - Part B,,0,0,0,0,0,0,2016,"Pennsylvania
(40.789676, -77.858055)"
California,Administration,Operation of an Approved Medicaid Eligibility Determination Sys. – Cost of Private Sec. Contractors,,0,0,,,,0,2016,"California
(37.640735, -121.002435)"
Texas,Administration,External Review,,4054857,3041143,,,,1013714,2016,"Texas
(31.827233, -99.423022)"
Oklahoma,Administration,Approved MMIS: Inhouse,,3855957,2891975,,,,963982,2016,"Oklahoma
(35.468494, -97.521264)"
Vermont,Medical Assistance Program,T-Other Care Services,,0,18570304,0,0,0,-18570304,2016,"Vermont
(43.622479, -72.51927)"
Colorado,Medical Assistance Program,Abortions,,0,0,0,0,0,0,2016,"Colorado
(38.841772, -106.132562)"
North Carolina,Medical Assistance Program,T-Federally-Qualified Health Center,,0,0,0,0,0,0,2016,"North Carolina
(35.47995, -79.180571)"
West Virginia,Administration,Immigration Status,,3751,3751,,,,0,2016,"West Virginia
(38.668501, -80.709421)"
North Carolina,Medical Assistance Program,T-Intermediate Care Facility - Public,,0,0,0,0,0,0,2016,"North Carolina
(35.47995, -79.180571)"
Utah,Medical Assistance Program,C-Outpatient Hospital Services,,535774,514965,514965,0,0,20809,2016,"Utah
(39.359772, -111.584173)"
Minnesota,Medical Assistance Program,T-Medicaid MCO - Evaluation and Management,,0,0,0,0,0,0,2016,"Minnesota
(46.357661, -94.793397)"
Nebraska,Medical Assistance Program,MCO PIHP - Community First Choice,,0,0,0,0,0,0,2016,"Nebraska
(41.640503, -99.367122)"
Nebraska,Medical Assistance Program,T-Prescribed Drugs,,0,0,0,0,0,0,2016,"Nebraska
(41.640503, -99.367122)"
Wisconsin,Medical Assistance Program,T-Federally-Qualified Health Center,,0,66890,0,0,0,-66890,2016,"Wisconsin
(44.395526, -89.834513)"
Florida,Medical Assistance Program,C-Other Services,,2647225,2527305,2527305,0,0,119920,2016,"Florida
(28.915325, -81.922409)"
North Dakota,Medical Assistance Program,C-Nursing Care Services,,0,0,0,0,0,0,2016,"North Dakota
(47.475879, -100.121011)"
Virginia,Medical Assistance Program,C-Inpatient Mental Health - DSH,,0,0,0,0,0,0,2016,"Virginia
(37.542699, -78.45822)"
Maine,Medical Assistance Program,Intermediate Care - Private,,75271771,47177917,47177917,0,0,28093854,2016,"Maine
(45.252223, -68.986647)"
Puerto Rico,Medical Assistance Program,Emergency Services for Undocumented Aliens,,0,0,0,0,0,0,2016,"Puerto Rico
(18.215692, -66.414655)"
Connecticut,Administration,HIT: Planning: Cost of Private Contractors,,0,0,,,,0,2016,"Connecticut
(41.544654, -72.651713)"
Kentucky,Medical Assistance Program,Private Duty Nursing,,2453951,1725619,1725619,0,0,728332,2016,"Kentucky
(37.64591, -84.774043)"
Georgia,Medical Assistance Program,T-Outpatient Hospital Services - Sup. Payments,,0,0,0,0,0,0,2016,"Georgia
(32.836038, -83.631709)"
Guam,Medical Assistance Program,64.21U Adjustments,,0,0,0,0,0,0,2016,"Guam
(13.3532, 144.653198)"
Kansas,Medical Assistance Program,T-Home & Community-Based Services - St. Plan 1915(j) Only Pay.,,0,0,0,0,0,0,2016,"Kansas
(38.345528, -98.201847)"
North Carolina,Medical Assistance Program,T-Emergency Hospital Services,,0,0,0,0,0,0,2016,"North Carolina
(35.47995, -79.180571)"
Virginia,Medical Assistance Program,T-MCO - National Agreement,,0,0,0,0,0,0,2016,"Virginia
(37.542699, -78.45822)"
Louisiana,Medical Assistance Program,T-Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,,0,0,0,0,0,0,2016,"Louisiana
(31.2931, -92.463284)"
Minnesota,Medical Assistance Program,Physician & Surgical Services - Vaccine codes,,729,729,729,0,0,0,2016,"Minnesota
(46.357661, -94.793397)"
South Carolina,Medical Assistance Program,MCO PAHP - Vaccine codes,,0,0,0,0,0,0,2016,"South Carolina
(34.009286, -81.037094)"
Missouri,Medical Assistance Program,Other Care Services,,280254473,181439275,176161124,5278151,0,98815198,2016,"Missouri
(38.636168, -92.566292)"
North Dakota,Medical Assistance Program,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,,0,0,0,0,0,0,2016,"North Dakota
(47.475879, -100.121011)"
Delaware,Medical Assistance Program,T-EPSDT Screening,,0,0,0,0,0,0,2016,"Delaware
(39.008676, -75.574561)"
South Dakota,Medical Assistance Program,C-Premiums: Over 150% - Gross Premiums Paid,,0,0,0,0,0,0,2016,"South Dakota
(44.35371, -100.373709)"
